"CASE","language","scenario","question","text","robot_label"
699,"EN","bed","open_3","I don't really know the answer to this. Again, as long as privacy is maintained, it should be a good thing.","Helping Patients into Bed"
699,"EN","ds","open_1","I think it could be useful in a multitude of settings. I like that it seems self sufficient and autonomous.","Delivering Supplies"
699,"EN","ds","open_2","No ethical concerns really come to mind. I think of it as a quiet assistant. I don't see any threats.","Delivering Supplies"
699,"EN","ds","open_3","Of course, patient privacy is always of utmost importance, but I don't see where this is a concern here.","Delivering Supplies"
699,"EN","mvs","open_1","I think it would be very acceptable to use this for common everyday tasks that are time consuming.","Monitoring Vital Signs"
699,"EN","mvs","open_2","I don't really see any concerns here.","Monitoring Vital Signs"
699,"EN","mvs","open_3","Again, as long as patient privacy is upheld it should be fine.","Monitoring Vital Signs"
700,"EN","am","open_1","I would reject the robot because I do not need it. It is sill a great robot because it will aid people in walking.","Assisting with Mobility"
700,"EN","am","open_2","There are risks because the robot could malfunction and case har, to the user.","Assisting with Mobility"
700,"EN","am","open_3","The ethical issues is using people data and the security and safety of that. There could also be errors and then who is liable for those issues.","Assisting with Mobility"
700,"EN","bed","open_1","I am a nurse so I would definitely accept this robot. He would be very beneficial to me. I work with geriatric patients and many could use the assistance of the robot.","Helping Patients into Bed"
700,"EN","bed","open_2","There are always risks associated with technology so I would be very weary because I know things can malfunction and that could lead tp someone getting hurt.","Helping Patients into Bed"
700,"EN","bed","open_3","Many issues are with data and security especially when dealing with healthcare records. Also dealing when thecnological erros in general .","Helping Patients into Bed"
700,"EN","ds","open_1","This would be beficial for me. I could order meds and not have to go get them because they would come to me. This would save lots of time for many people.","Delivering Supplies"
700,"EN","ds","open_2","There is of course issues of dealing with peoples data and how truly secure is this robot. What if someon just came and stole the whole robot.","Delivering Supplies"
700,"EN","ds","open_3","The issues is if erros go wrong or the wrong mediciation is given. WHo would be responsible for these errors. WHta about dealing with peolples data and how secure is that.","Delivering Supplies"
700,"EN","mvs","open_1","These robot would be very beneficial int he healthcare sector. Many people could benefit from the assistance it could offer.","Monitoring Vital Signs"
700,"EN","mvs","open_2","There are risks associated with all technology. There can be erros that cause it to make mistakes and there are always issues when dealing with peoples data.","Monitoring Vital Signs"
700,"EN","mvs","open_3","That would also be the ethical issues. Dealing with peoples prvate information. What is the robot doing with this information.","Monitoring Vital Signs"
701,"EN","am","open_1","This is really great opportunity for the patients to enjoy the robotic machines to recouperate after traumas and injuries,  Really really great machines that are very innovative and very interesting and there will be no need for outdated physical therapy treatments that are old fashioned.  Patients seem to be enjoying every detail of their treatment and ability to move around where they can experience some freedom and that's is great to see.","Assisting with Mobility"
701,"EN","am","open_2","No, not at all.  As long as there is proper training for the oversight and machines, this is really great for the patients in every way.  It's really great to see the joy on their faces while working out the details of their bodies and enjoying the great innovative technology.  I am sure the progress rates have greatly improved as well because of these robots.  I have no concerns here whatsoever,","Assisting with Mobility"
701,"EN","am","open_3","Not much is at risk here.  As I stated before, as long as patients get to defuse their care and their treatment schedules, the ethical question is really solved in every way.  We must give the priority to the patient wishes amd desires so they can move on with their lives and enjoy their health.  Their mobility is the most importantly in every way.  Their freedom is incredibly valuable.","Assisting with Mobility"
701,"EN","bed","open_1","Great efficient innovative solution and really amazing, very helpful, very efficient and good","Helping Patients into Bed"
701,"EN","bed","open_2","I have expressed everything before - patient have the ultimate say","Helping Patients into Bed"
701,"EN","bed","open_3","None at all, as long there is oversight and care and training","Helping Patients into Bed"
701,"EN","ds","open_1","This looks like a great help to nurses and staff, it will elimsome extra payrolls of technical staff.  It will create extra effectiveness and efficiency which will save much money for the hospitals.  This will create better treatment options and opportunities for patients which is a huge plus and improvement from what is happening now.","Delivering Supplies"
701,"EN","ds","open_2","The only one would be the fact that some jobs would be lost but people will have to adjust and move on finding other opportunities.  We have to move forward and focus on the betterment of the patients, not so much on businesses. They have made enough billions in health insurance business, it is time to focus on the patients right now.","Delivering Supplies"
701,"EN","ds","open_3","Like I said before, the ethical question is solved, as long as this is all patient focused and based on their wishes and their decisions.  No one has the right to push any oppinios on patient care.  Everything must be focused on the well being of the patients, not companies.  They are wealthy enough to take care of the financial sides but it all needs to be fully balanced.","Delivering Supplies"
701,"EN","mvs","open_1","I think that robots  are an incredible help with patient care, unburdened heavy nurse work loads and very helpful with all the procedures.  My sisters are nurses and they are already working with robots very successfully and very excited about the new technologies.  I think this will greatly improve the patient care in every possible way.  They are innovative treatments that can improve doctor's experience and expertise and that invaluable.  In addition, it will relieve the burden on the doctors since they work non stop and it is very difficult on them at the moment.","Monitoring Vital Signs"
701,"EN","mvs","open_2","Not really.  There should be really some oversight and there is. Overall all tough, the positive impact cannot be overstated.  The healthcare needs help the way it is and this will greatly improve the quality of care.  I really do not have any concerns in this regard since I know that there is oversight and ultimately patients have control over their decisions in every way.  The risks come when there is absolutely no oversight and robots are being abused but I do not think this is happening at all.","Monitoring Vital Signs"
